Ano,Mês,SG_UF_NOT,Quantidade de Casos
2023,1,51,2246
2023,1,52,5920
2023,1,53,2803
2023,2,11,2475
2023,2,12,793
2023,2,13,859
2023,2,14,11
2023,2,15,825
2023,2,16,68
2023,2,17,428
2023,2,21,649
2023,2,22,650
2023,2,23,1027
2023,2,24,477
2023,2,25,484
2023,2,26,439
2023,2,27,237
2023,2,28,229
2023,2,29,4934
2023,2,31,41472
2023,2,33,2799
2023,2,35,33877
2023,2,41,7409
2023,2,42,2050
2023,2,43,430
2023,2,50,5856
2023,2,51,3695
2023,2,52,7477
2023,2,53,3378
2023,3,11,2292
2023,3,12,1102
2023,3,13,602
2023,3,14,5
2023,3,15,1000
2023,3,16,85
2023,3,17,601
2023,3,21,1321
2023,3,22,1479
2023,3,23,2390
2023,3,24,790
2023,3,25,994
2023,3,26,1337
2023,3,27,390
2023,3,28,298
2023,3,29,5913
2023,3,31,91933
2023,3,33,6655
2023,3,35,83978
2023,3,41,37610
2023,3,42,18890
2023,3,43,4195
2023,3,50,11657
2023,3,51,5078
2023,3,52,10826
2023,3,53,4437
2023,4,11,1137
2023,4,12,744
2023,4,13,532
2023,4,14,6
2023,4,15,677
2023,4,16,57
2023,4,17,662
2023,4,21,779
2023,4,22,1538
2023,4,23,1999
2023,4,24,1720
2023,4,25,1372
2023,4,26,1212
2023,4,27,616
2023,4,28,272
2023,4,29,5423
2023,4,31,102134
2023,4,33,7657
2023,4,35,95963
2023,4,41,70577
2023,4,42,50349
2023,4,43,12756
2023,4,50,11670
2023,4,51,5403
2023,4,52,10249
2023,4,53,4272
2023,5,11,636
2023,5,12,472
2023,5,13,527
2023,5,14,11
2023,5,15,542
2023,5,16,42
2023,5,17,518
2023,5,21,570
2023,5,22,1500
2023,5,23,2854
2023,5,24,1208
2023,5,25,1058
2023,5,26,787
2023,5,27,595
2023,5,28,322
2023,5,29,6388
2023,5,31,74523
2023,5,33,7876
2023,5,35,63739
2023,5,41,53938
2023,5,42,44175
2023,5,43,13488
2023,5,50,8144
2023,5,51,4712
2023,5,52,9234
2023,5,53,4270
2023,6,11,326
2023,6,12,187
2023,6,13,300
2023,6,14,11
2023,6,15,429
2023,6,16,72
2023,6,17,235
2023,6,21,283
2023,6,22,850
2023,6,23,1822
2023,6,24,569
2023,6,25,675
2023,6,26,587
2023,6,27,540
2023,6,28,447
2023,6,29,5915
2023,6,31,22105
2023,6,33,5273
2023,6,35,16312
2023,6,41,14403
2023,6,42,15982
2023,6,43,4695
2023,6,50,2576
2023,6,51,2290
2023,6,52,4314
2023,6,53,2794
2023,7,11,191
2023,7,12,147
2023,7,13,432
2023,7,14,14
2023,7,15,276
2023,7,16,82
2023,7,17,104
2023,7,21,296
2023,7,22,525
2023,7,23,1303
2023,7,24,472
2023,7,25,456
2023,7,26,610
2023,7,27,545
2023,7,28,417
2023,7,29,5239
2023,7,31,6288
2023,7,33,2754
2023,7,35,4696
2023,7,41,3958
2023,7,42,5133
2023,7,43,1128
2023,7,50,1169
2023,7,51,1252
2023,7,52,2461
2023,7,53,1765
2023,8,11,155
2023,8,12,148
2023,8,13,272
2023,8,14,63
2023,8,15,362
2023,8,16,238
2023,8,17,76
2023,8,21,202
2023,8,22,271
2023,8,23,1169
2023,8,24,374
2023,8,25,364
2023,8,26,631
2023,8,27,447
2023,8,28,315
2023,8,29,3741
2023,8,31,3647
2023,8,33,2311
2023,8,35,3172
2023,8,41,2133
2023,8,42,1580
2023,8,43,362
2023,8,50,467
2023,8,51,816
2023,8,52,2719
2023,8,53,1920
2023,9,11,111
2023,9,12,133
2023,9,13,292
2023,9,14,55
2023,9,15,227
2023,9,16,255
2023,9,17,53
2023,9,21,116
2023,9,22,164
2023,9,23,489
2023,9,24,355
2023,9,25,339
2023,9,26,463
2023,9,27,338
2023,9,28,173
2023,9,29,2113
2023,9,31,3171
2023,9,33,1503
2023,9,35,2896
2023,9,41,1528
2023,9,42,693
2023,9,43,123
2023,9,50,245
2023,9,51,528
2023,9,52,3082
2023,9,53,1707
2023,10,11,219
2023,10,12,256
2023,10,13,294
2023,10,14,18
2023,10,15,223
2023,10,16,103
2023,10,17,45
2023,10,21,80
2023,10,22,117
2023,10,23,356
2023,10,24,416
2023,10,25,345
2023,10,26,542
2023,10,27,316
2023,10,28,157
2023,10,29,1602
2023,10,31,5179
2023,10,33,1783
2023,10,35,3753
2023,10,41,2134
2023,10,42,579
2023,10,43,293
2023,10,50,294
2023,10,51,641
2023,10,52,3395
2023,10,53,1427
2023,11,11,141
2023,11,12,783
2023,11,13,416
2023,11,14,9
2023,11,15,203
2023,11,16,79
2023,11,17,92
2023,11,21,105
2023,11,22,106
2023,11,23,236
2023,11,24,462
2023,11,25,360
2023,11,26,527
2023,11,27,297
2023,11,28,88
2023,11,29,1395
2023,11,31,12118
2023,11,33,3048
2023,11,35,5243
2023,11,41,3990
2023,11,42,628
2023,11,43,413
2023,11,50,260
2023,11,51,833
2023,11,52,4103
2023,11,53,2508
2023,12,11,173
2023,12,12,1863
2023,12,13,976
2023,12,14,15
2023,12,15,232
2023,12,16,76
2023,12,17,101
2023,12,21,70
2023,12,22,129
2023,12,23,190
2023,12,24,384
2023,12,25,346
2023,12,26,565
2023,12,27,226
2023,12,28,65
2023,12,29,1501
2023,12,31,28710
2023,12,33,7075
2023,12,35,10409
2023,12,41,9635
2023,12,42,1662
2023,12,43,731
2023,12,50,293
2023,12,51,1113
2023,12,52,6347
2023,12,53,10886
2024,1,11,456
2024,1,12,1970
2024,1,13,1895
2024,1,14,25
2024,1,15,1073
2024,1,16,703
2024,1,17,187
2024,1,21,221
2024,1,22,451
2024,1,23,372
2024,1,24,511
2024,1,25,349
2024,1,26,314
2024,1,27,278
2024,1,28,72
2024,1,29,4040
2024,1,31,128879
2024,1,33,24886
2024,1,35,49611
2024,1,41,35958
2024,1,42,4151
2024,1,43,3041
2024,1,50,1357
2024,1,51,3182
2024,1,52,20857
2024,1,53,48041
2024,2,11,1364
2024,2,12,737
2024,2,13,1911
2024,2,14,40
2024,2,15,3638
2024,2,16,1944
2024,2,17,524
2024,2,21,1566
2024,2,22,1912
2024,2,23,864
2024,2,24,1695
2024,2,25,1503
2024,2,26,1578
2024,2,27,1142
2024,2,28,245
2024,2,29,26827
2024,2,31,392409
2024,2,33,84747
2024,2,35,168760
2024,2,41,79023
2024,2,42,26578
2024,2,43,16202
2024,2,50,2881
2024,2,51,6456
2024,2,52,61402
2024,2,53,88490
2024,3,11,1899
2024,3,12,439
2024,3,13,1291
2024,3,14,33
2024,3,15,4638
2024,3,16,1947
2024,3,17,955
2024,3,21,3754
2024,3,22,3116
2024,3,23,1584
2024,3,24,4836
2024,3,25,3479
2024,3,26,4472
2024,3,27,2186
2024,3,28,353
2024,3,29,69517
2024,3,31,521733
2024,3,33,89062
2024,3,35,424738
2024,3,41,157878
2024,3,42,80823
2024,3,43,49584
2024,3,50,4568
2024,3,51,6807
2024,3,52,73299
2024,3,53,72592
2024,4,11,696
2024,4,12,352
2024,4,13,685
2024,4,14,28
2024,4,15,3856
2024,4,16,1396
2024,4,17,1188
2024,4,21,3062
2024,4,22,3197
2024,4,23,3259
2024,4,24,3608
2024,4,25,2882
2024,4,26,4804
2024,4,27,2290
2024,4,28,357
2024,4,29,72564
2024,4,31,373394
2024,4,33,50024
2024,4,35,618462
2024,4,41,187801
2024,4,42,123357
2024,4,43,87761
2024,4,50,4509
2024,4,51,8292
2024,4,52,76493
2024,4,53,38984
2024,5,11,230
2024,5,12,204
2024,5,13,341
2024,5,14,75
2024,5,15,1926
2024,5,16,778
2024,5,17,792
2024,5,21,1168
2024,5,22,2657
2024,5,23,2210
2024,5,24,1794
2024,5,25,1606
2024,5,26,3275
2024,5,27,2367
2024,5,28,216
2024,5,29,35462
2024,5,31,166312
2024,5,33,26890
2024,5,35,575343
2024,5,41,132966
2024,5,42,76840
2024,5,43,50299
2024,5,50,3440
2024,5,51,8278
2024,5,52,52540
2024,5,53,16649
2024,6,11,135
2024,6,12,99
2024,6,13,206
2024,6,14,148
2024,6,15,1255
2024,6,16,848
2024,6,17,303
2024,6,21,433
2024,6,22,1755
2024,6,23,1447
2024,6,24,1030
2024,6,25,916
2024,6,26,2478
2024,6,27,2635
2024,6,28,262
2024,6,29,10339
2024,6,31,41418
2024,6,33,10700
2024,6,35,186209
2024,6,41,32802
2024,6,42,17717
2024,6,43,11552
2024,6,50,1043
2024,6,51,3461
2024,6,52,19356
2024,6,53,4985
2024,7,11,99
2024,7,12,96
2024,7,13,291
2024,7,14,81
2024,7,15,991
2024,7,16,1097
2024,7,17,101
2024,7,21,167
2024,7,22,838
2024,7,23,1104
2024,7,24,1159
2024,7,25,944
2024,7,26,2196
2024,7,27,3143
2024,7,28,199
2024,7,29,4819
2024,7,31,10630
2024,7,33,5779
2024,7,35,55341
2024,7,41,8002
2024,7,42,3668
2024,7,43,2828
2024,7,50,267
2024,7,51,1835
2024,7,52,8398
2024,7,53,2122
2024,8,11,83
2024,8,12,93
2024,8,13,297
2024,8,14,83
2024,8,15,815
2024,8,16,1014
2024,8,17,42
2024,8,21,99
2024,8,22,441
2024,8,23,640
2024,8,24,835
2024,8,25,870
2024,8,26,1266
2024,8,27,1783
2024,8,28,130
2024,8,29,2426
2024,8,31,4403
2024,8,33,3173
2024,8,35,23258
2024,8,41,3508
2024,8,42,1286
2024,8,43,871
2024,8,50,135
2024,8,51,846
2024,8,52,4394
2024,8,53,1939
2024,9,11,47
2024,9,12,115
2024,9,13,363
2024,9,14,49
2024,9,15,638
2024,9,16,474
2024,9,17,40
2024,9,21,101
2024,9,22,214
2024,9,23,391
2024,9,24,558
2024,9,25,552
2024,9,26,1160
2024,9,27,999
2024,9,28,80
2024,9,29,1590
2024,9,31,3679
2024,9,33,2296
2024,9,35,15277
2024,9,41,2287
2024,9,42,370
2024,9,43,814
2024,9,50,114
2024,9,51,542
2024,9,52,2985
2024,9,53,983
2024,10,11,30
2024,10,12,314
2024,10,13,336
2024,10,14,35
2024,10,15,494
2024,10,16,326
2024,10,17,35
2024,10,21,81
2024,10,22,171
2024,10,23,262
2024,10,24,490
2024,10,25,532
2024,10,26,997
2024,10,27,599
2024,10,28,71
2024,10,29,1278
2024,10,31,4175
2024,10,33,1651
2024,10,35,14301
2024,10,41,2295
2024,10,42,492
2024,10,43,817
2024,10,50,130
2024,10,51,400
2024,10,52,3046
2024,10,53,1003
2024,11,11,53
2024,11,12,556
2024,11,13,440
2024,11,14,16
2024,11,15,658
2024,11,16,175
2024,11,17,58
2024,11,21,114
2024,11,22,151
2024,11,23,215
2024,11,24,444
2024,11,25,508
2024,11,26,977
2024,11,27,323
2024,11,28,44
2024,11,29,1401
2024,11,31,6837
2024,11,33,1630
2024,11,35,16752
2024,11,41,2631
2024,11,42,622
2024,11,43,564
2024,11,50,155
2024,11,51,689
2024,11,52,5220
2024,11,53,1694
2024,12,11,74
2024,12,12,1318
2024,12,13,492
2024,12,14,13
2024,12,15,709
2024,12,16,98
2024,12,17,76
2024,12,21,88
2024,12,22,103
2024,12,23,157
2024,12,24,457
2024,12,25,470
2024,12,26,910
2024,12,27,258
2024,12,28,27
2024,12,29,1739
2024,12,31,9361
2024,12,33,1467
2024,12,35,33950
2024,12,41,3099
2024,12,42,1228
2024,12,43,495
2024,12,50,229
2024,12,51,2034
2024,12,52,6338
2024,12,53,1560
2025,1,11,112
2025,1,12,2315
2025,1,13,654
2025,1,14,15
2025,1,15,2215
2025,1,16,370
2025,1,17,261
2025,1,21,255
2025,1,22,380
2025,1,23,192
2025,1,24,410
2025,1,25,501
2025,1,26,864
2025,1,27,256
2025,1,28,32
2025,1,29,2787
2025,1,31,18644
2025,1,32,20
2025,1,33,3184
2025,1,35,114331
2025,1,41,6886
2025,1,42,1344
2025,1,43,685
2025,1,50,983
2025,1,51,7098
2025,1,52,10832
2025,1,53,1242
2025,2,11,204
2025,2,12,2576
2025,2,13,724
2025,2,14,28
2025,2,15,3315
2025,2,16,528
2025,2,17,418
2025,2,21,728
2025,2,22,834
2025,2,23,331
2025,2,24,527
2025,2,25,1030
2025,2,26,1378
2025,2,27,298
2025,2,28,46
2025,2,29,3958
2025,2,31,31679
2025,2,32,18
2025,2,33,6870
2025,2,35,162274
2025,2,41,14256
2025,2,42,1611
2025,2,43,1753
2025,2,50,1551
2025,2,51,6726
2025,2,52,15474
2025,2,53,1581
2025,3,11,1118
2025,3,12,1844
2025,3,13,901
2025,3,14,39
2025,3,15,2741
2025,3,16,320
2025,3,17,386
2025,3,21,1150
2025,3,22,1224
2025,3,23,568
2025,3,24,852
2025,3,25,778
2025,3,26,1828
2025,3,27,422
2025,3,28,42
2025,3,29,4595
2025,3,31,34895
2025,3,32,8
2025,3,33,5514
2025,3,35,236323
2025,3,41,30449
2025,3,42,4496
2025,3,43,9943
2025,3,50,2720
2025,3,51,4638
2025,3,52,15122
2025,3,53,1492
2025,4,11,932
2025,4,12,900
2025,4,13,746
2025,4,14,52
2025,4,15,2299
2025,4,16,213
2025,4,17,508
2025,4,21,982
2025,4,22,1677
2025,4,23,1045
2025,4,24,1201
2025,4,25,1080
2025,4,26,2804
2025,4,27,615
2025,4,28,62
2025,4,29,5075
2025,4,31,33235
2025,4,33,5447
2025,4,35,187257
2025,4,41,29889
2025,4,42,8742
2025,4,43,31443
2025,4,50,3235
2025,4,51,4158
2025,4,52,16290
2025,4,53,1216
2025,5,11,555
2025,5,12,802
2025,5,13,515
2025,5,14,75
2025,5,15,1830
2025,5,16,203
2025,5,17,750
2025,5,21,1018
2025,5,22,1632
2025,5,23,1428
2025,5,24,1605
2025,5,25,870
2025,5,26,2493
2025,5,27,648
2025,5,28,278
2025,5,29,5251
2025,5,31,26761
2025,5,32,8
2025,5,33,4684
2025,5,35,112088
2025,5,41,20792
2025,5,42,7212
2025,5,43,31534
2025,5,50,2974
2025,5,51,5976
2025,5,52,17973
2025,5,53,1399
2025,6,11,335
2025,6,12,633
2025,6,13,466
2025,6,14,140
2025,6,15,1525
2025,6,16,139
2025,6,17,727
2025,6,21,606
2025,6,22,895
2025,6,23,1125
2025,6,24,1105
2025,6,25,670
2025,6,26,2268
2025,6,27,802
2025,6,28,362
2025,6,29,2862
2025,6,31,10814
2025,6,33,2046
2025,6,35,36242
2025,6,41,6950
2025,6,42,3112
2025,6,43,8333
2025,6,50,1805
2025,6,51,3529
2025,6,52,10316
2025,6,53,1013
2025,7,11,5
2025,7,12,41
2025,7,13,38
2025,7,14,9
2025,7,15,55
2025,7,16,1
2025,7,17,101
2025,7,21,9
2025,7,22,51
2025,7,23,71
2025,7,24,195
2025,7,25,77
2025,7,26,215
2025,7,27,70
2025,7,28,19
2025,7,29,126
2025,7,31,479
2025,7,33,219
2025,7,35,2434
2025,7,41,639
2025,7,42,487
2025,7,43,355
2025,7,50,199
2025,7,51,158
2025,7,52,546
2025,7,53,174
