Ano,Mês,SG_UF_NOT,Quantidade de Casos
2018,6,12,558
2018,6,13,369
2018,6,14,126
2018,6,15,825
2018,6,16,86
2018,6,17,465
2018,6,21,187
2018,6,22,358
2018,6,23,1227
2018,6,24,4268
2018,6,25,2145
2018,6,26,2371
2018,6,27,391
2018,6,28,70
2018,6,29,1304
2018,6,31,3847
2018,6,32,2105
2018,6,33,1912
2018,6,35,4517
2018,6,41,769
2018,6,42,92
2018,6,43,36
2018,6,50,340
2018,6,51,581
2018,6,52,8571
2018,6,53,305
2018,7,11,112
2018,7,12,473
2018,7,13,398
2018,7,14,184
2018,7,15,462
2018,7,16,69
2018,7,17,252
2018,7,21,102
2018,7,22,275
2018,7,23,1105
2018,7,24,4101
2018,7,25,1384
2018,7,26,1982
2018,7,27,287
2018,7,28,44
2018,7,29,831
2018,7,31,2083
2018,7,32,1740
2018,7,33,1542
2018,7,35,3287
2018,7,41,877
2018,7,42,67
2018,7,43,27
2018,7,50,323
2018,7,51,347
2018,7,52,3602
2018,7,53,225
2018,8,11,94
2018,8,12,499
2018,8,13,388
2018,8,14,201
2018,8,15,604
2018,8,16,92
2018,8,17,214
2018,8,21,131
2018,8,22,183
2018,8,23,900
2018,8,24,2998
2018,8,25,937
2018,8,26,1846
2018,8,27,285
2018,8,28,39
2018,8,29,879
2018,8,31,1651
2018,8,32,1375
2018,8,33,921
2018,8,35,2934
2018,8,41,619
2018,8,42,54
2018,8,43,35
2018,8,50,245
2018,8,51,264
2018,8,52,2851
2018,8,53,162
2018,9,11,57
2018,9,12,664
2018,9,13,238
2018,9,14,110
2018,9,15,320
2018,9,16,78
2018,9,17,194
2018,9,21,81
2018,9,22,122
2018,9,23,580
2018,9,24,1795
2018,9,25,380
2018,9,26,1216
2018,9,27,183
2018,9,28,30
2018,9,29,603
2018,9,31,1550
2018,9,32,816
2018,9,33,552
2018,9,35,2977
2018,9,41,770
2018,9,42,65
2018,9,43,19
2018,9,50,223
2018,9,51,198
2018,9,52,2386
2018,9,53,199
2018,10,11,80
2018,10,12,1632
2018,10,13,229
2018,10,14,103
2018,10,15,213
2018,10,16,114
2018,10,17,333
2018,10,21,78
2018,10,22,82
2018,10,23,512
2018,10,24,1100
2018,10,25,370
2018,10,26,1526
2018,10,27,187
2018,10,28,58
2018,10,29,828
2018,10,31,2354
2018,10,32,916
2018,10,33,675
2018,10,35,4502
2018,10,41,1246
2018,10,42,89
2018,10,43,40
2018,10,50,416
2018,10,51,243
2018,10,52,3472
2018,10,53,256
2018,11,11,96
2018,11,12,2207
2018,11,13,176
2018,11,14,95
2018,11,15,290
2018,11,16,69
2018,11,17,769
2018,11,21,78
2018,11,22,81
2018,11,23,394
2018,11,24,936
2018,11,25,314
2018,11,26,1225
2018,11,27,189
2018,11,28,49
2018,11,29,838
2018,11,31,3274
2018,11,32,1026
2018,11,33,817
2018,11,35,5900
2018,11,41,1497
2018,11,42,161
2018,11,43,49
2018,11,50,1333
2018,11,51,443
2018,11,52,4889
2018,11,53,320
2018,12,11,91
2018,12,12,1896
2018,12,13,165
2018,12,14,122
2018,12,15,417
2018,12,16,49
2018,12,17,1919
2018,12,21,55
2018,12,22,107
2018,12,23,417
2018,12,24,747
2018,12,25,263
2018,12,26,1127
2018,12,27,208
2018,12,28,28
2018,12,29,822
2018,12,31,6120
2018,12,32,1810
2018,12,33,1260
2018,12,35,9739
2018,12,41,1780
2018,12,42,169
2018,12,43,39
2018,12,50,4369
2018,12,51,764
2018,12,52,6367
2018,12,53,521
2019,1,11,123
2019,1,12,2466
2019,1,13,433
2019,1,14,170
2019,1,15,943
2019,1,16,79
2019,1,17,5474
2019,1,21,332
2019,1,22,238
2019,1,23,919
2019,1,24,831
2019,1,25,406
2019,1,26,1480
2019,1,27,410
2019,1,28,60
2019,1,29,2993
2019,1,31,21159
2019,1,32,4210
2019,1,33,2381
2019,1,35,31724
2019,1,41,3067
2019,1,42,259
2019,1,43,125
2019,1,50,4726
2019,1,51,1199
2019,1,52,11406
2019,1,53,969
2019,2,11,131
2019,2,12,1994
2019,2,13,514
2019,2,14,187
2019,2,15,1328
2019,2,16,85
2019,2,17,6741
2019,2,21,469
2019,2,22,328
2019,2,23,1667
2019,2,24,916
2019,2,25,647
2019,2,26,2782
2019,2,27,568
2019,2,28,55
2019,2,29,5870
2019,2,31,43831
2019,2,32,5158
2019,2,33,2358
2019,2,35,70404
2019,2,41,5523
2019,2,42,403
2019,2,43,132
2019,2,50,9410
2019,2,51,1391
2019,2,52,15393
2019,2,53,2462
2019,3,11,205
2019,3,12,1504
2019,3,13,387
2019,3,14,230
2019,3,15,1270
2019,3,16,148
2019,3,17,5972
2019,3,21,840
2019,3,22,735
2019,3,23,2934
2019,3,24,1770
2019,3,25,1187
2019,3,26,3686
2019,3,27,1037
2019,3,28,157
2019,3,29,6965
2019,3,31,89406
2019,3,32,8082
2019,3,33,4859
2019,3,35,105923
2019,3,41,11457
2019,3,42,837
2019,3,43,250
2019,3,50,20858
2019,3,51,1668
2019,3,52,20830
2019,3,53,5086
2019,4,11,275
2019,4,12,933
2019,4,13,419
2019,4,14,207
2019,4,15,1277
2019,4,16,153
2019,4,17,5221
2019,4,21,1294
2019,4,22,1718
2019,4,23,6399
2019,4,24,5074
2019,4,25,2610
2019,4,26,7816
2019,4,27,2038
2019,4,28,382
2019,4,29,10512
2019,4,31,178518
2019,4,32,11248
2019,4,33,11400
2019,4,35,171187
2019,4,41,21893
2019,4,42,1524
2019,4,43,873
2019,4,50,20696
2019,4,51,2590
2019,4,52,28684
2019,4,53,8224
2019,5,11,285
2019,5,12,694
2019,5,13,394
2019,5,14,180
2019,5,15,1080
2019,5,16,82
2019,5,17,3558
2019,5,21,1347
2019,5,22,2703
2019,5,23,6322
2019,5,24,7852
2019,5,25,4084
2019,5,26,14812
2019,5,27,4489
2019,5,28,1112
2019,5,29,17895
2019,5,31,192650
2019,5,32,15621
2019,5,33,15202
2019,5,35,182583
2019,5,41,27162
2019,5,42,1858
2019,5,43,1419
2019,5,50,15293
2019,5,51,3268
2019,5,52,32111
2019,5,53,12776
2019,6,11,202
2019,6,12,405
2019,6,13,356
2019,6,14,153
2019,6,15,533
2019,6,16,68
2019,6,17,1188
2019,6,21,897
2019,6,22,1766
2019,6,23,4721
2019,6,24,7024
2019,6,25,3006
2019,6,26,9434
2019,6,27,5194
2019,6,28,1653
2019,6,29,12430
2019,6,31,57896
2019,6,32,14727
2019,6,33,6802
2019,6,35,69464
2019,6,41,12454
2019,6,42,1056
2019,6,43,610
2019,6,50,6469
2019,6,51,1968
2019,6,52,17271
2019,6,53,10287
2019,7,11,240
2019,7,12,355
2019,7,13,337
2019,7,14,249
2019,7,15,394
2019,7,16,37
2019,7,17,361
2019,7,21,542
2019,7,22,1246
2019,7,23,3488
2019,7,24,6182
2019,7,25,3057
2019,7,26,7119
2019,7,27,5345
2019,7,28,2986
2019,7,29,9535
2019,7,31,13751
2019,7,32,10055
2019,7,33,3111
2019,7,35,25592
2019,7,41,5207
2019,7,42,380
2019,7,43,211
2019,7,50,2077
2019,7,51,1100
2019,7,52,7020
2019,7,53,2437
2019,8,11,164
2019,8,12,340
2019,8,13,251
2019,8,14,385
2019,8,15,393
2019,8,16,52
2019,8,17,231
2019,8,21,286
2019,8,22,458
2019,8,23,2612
2019,8,24,4536
2019,8,25,2583
2019,8,26,5163
2019,8,27,3745
2019,8,28,2427
2019,8,29,6085
2019,8,31,4184
2019,8,32,3909
2019,8,33,1340
2019,8,35,11717
2019,8,41,2766
2019,8,42,245
2019,8,43,130
2019,8,50,900
2019,8,51,684
2019,8,52,3886
2019,8,53,851
2019,9,11,95
2019,9,12,378
2019,9,13,289
2019,9,14,396
2019,9,15,539
2019,9,16,50
2019,9,17,171
2019,9,21,225
2019,9,22,222
2019,9,23,1630
2019,9,24,2724
2019,9,25,1410
2019,9,26,4483
2019,9,27,2019
2019,9,28,1344
2019,9,29,4281
2019,9,31,3910
2019,9,32,2262
2019,9,33,876
2019,9,35,10309
2019,9,41,2668
2019,9,42,200
2019,9,43,89
2019,9,50,658
2019,9,51,511
2019,9,52,3069
2019,9,53,659
2019,10,11,132
2019,10,12,1219
2019,10,13,893
2019,10,14,651
2019,10,15,455
2019,10,16,53
2019,10,17,324
2019,10,21,206
2019,10,22,129
2019,10,23,1012
2019,10,24,1488
2019,10,25,914
2019,10,26,3593
2019,10,27,1409
2019,10,28,772
2019,10,29,3308
2019,10,31,3679
2019,10,32,1771
2019,10,33,768
2019,10,35,11656
2019,10,41,3745
2019,10,42,246
2019,10,43,107
2019,10,50,726
2019,10,51,604
2019,10,52,3612
2019,10,53,856
2019,11,11,249
2019,11,12,3098
2019,11,13,1512
2019,11,14,761
2019,11,15,485
2019,11,16,63
2019,11,17,689
2019,11,21,138
2019,11,22,120
2019,11,23,891
2019,11,24,701
2019,11,25,577
2019,11,26,2320
2019,11,27,801
2019,11,28,417
2019,11,29,2704
2019,11,31,3386
2019,11,32,1733
2019,11,33,814
2019,11,35,12348
2019,11,41,5937
2019,11,42,245
2019,11,43,117
2019,11,50,1199
2019,11,51,921
2019,11,52,3704
2019,11,53,773
2019,12,11,378
2019,12,12,3829
2019,12,13,1955
2019,12,14,606
2019,12,15,376
2019,12,16,45
2019,12,17,971
2019,12,21,86
2019,12,22,106
2019,12,23,765
2019,12,24,769
2019,12,25,448
2019,12,26,1525
2019,12,27,378
2019,12,28,169
2019,12,29,2238
2019,12,31,4950
2019,12,32,2607
2019,12,33,967
2019,12,35,16266
2019,12,41,11632
2019,12,42,255
2019,12,43,123
2019,12,50,2251
2019,12,51,2186
2019,12,52,4171
2019,12,53,870
2020,1,11,607
2020,1,12,3956
2020,1,13,2132
2020,1,14,601
2020,1,15,1220
2020,1,16,42
2020,1,17,916
2020,1,21,486
2020,1,22,156
2020,1,23,1750
2020,1,24,1066
2020,1,25,616
2020,1,26,1814
2020,1,27,254
2020,1,28,149
2020,1,29,3683
2020,1,31,12889
2020,1,32,2721
2020,1,33,1811
2020,1,35,54898
2020,1,41,38089
2020,1,42,407
2020,1,43,193
2020,1,50,11973
2020,1,51,7443
2020,1,52,7939
2020,1,53,2802
2020,2,11,1001
2020,2,12,2117
2020,2,13,1304
2020,2,14,504
2020,2,15,1764
2020,2,16,36
2020,2,17,1034
2020,2,21,894
2020,2,22,210
2020,2,23,4194
2020,2,24,1601
2020,2,25,737
2020,2,26,2089
2020,2,27,218
2020,2,28,145
2020,2,29,7002
2020,2,31,21609
2020,2,32,2537
2020,2,33,1777
2020,2,35,97274
2020,2,41,90754
2020,2,42,795
2020,2,43,450
2020,2,50,21047
2020,2,51,9875
2020,2,52,11727
2020,2,53,6771
2020,3,11,1205
2020,3,12,957
2020,3,13,1347
2020,3,14,216
2020,3,15,1623
2020,3,16,25
2020,3,17,1029
2020,3,21,592
2020,3,22,366
2020,3,23,5787
2020,3,24,1861
2020,3,25,691
2020,3,26,2653
2020,3,27,218
2020,3,28,223
2020,3,29,12975
2020,3,31,29830
2020,3,32,2216
2020,3,33,1467
2020,3,35,85833
2020,3,41,103402
2020,3,42,2301
2020,3,43,1293
2020,3,50,18569
2020,3,51,8461
2020,3,52,15413
2020,3,53,12031
2020,4,11,987
2020,4,12,424
2020,4,13,833
2020,4,14,71
2020,4,15,850
2020,4,16,23
2020,4,17,558
2020,4,21,438
2020,4,22,374
2020,4,23,6383
2020,4,24,964
2020,4,25,662
2020,4,26,3434
2020,4,27,478
2020,4,28,178
2020,4,29,20909
2020,4,31,27354
2020,4,32,67
2020,4,33,862
2020,4,35,51399
2020,4,41,61538
2020,4,42,5509
2020,4,43,2294
2020,4,50,8840
2020,4,51,6027
2020,4,52,13670
2020,4,53,14213
2020,5,11,804
2020,5,12,1151
2020,5,13,683
2020,5,14,175
2020,5,15,593
2020,5,16,17
2020,5,17,472
2020,5,21,245
2020,5,22,662
2020,5,23,6082
2020,5,24,1515
2020,5,25,1076
2020,5,26,5610
2020,5,27,541
2020,5,28,393
2020,5,29,24885
2020,5,31,18983
2020,5,33,605
2020,5,35,33118
2020,5,41,28315
2020,5,42,6544
2020,5,43,1240
2020,5,50,4389
2020,5,51,5826
2020,5,52,10250
2020,5,53,12110
2020,6,11,567
2020,6,12,1107
2020,6,13,905
2020,6,14,161
2020,6,15,389
2020,6,16,12
2020,6,17,424
2020,6,21,163
2020,6,22,489
2020,6,23,5151
2020,6,24,1807
2020,6,25,1096
2020,6,26,5316
2020,6,27,552
2020,6,28,948
2020,6,29,18823
2020,6,31,10936
2020,6,33,395
2020,6,35,20477
2020,6,41,12559
2020,6,42,3835
2020,6,43,369
2020,6,50,2089
2020,6,51,4180
2020,6,52,8054
2020,6,53,6670
2020,7,11,496
2020,7,12,495
2020,7,13,593
2020,7,14,214
2020,7,15,214
2020,7,16,11
2020,7,17,413
2020,7,21,159
2020,7,22,279
2020,7,23,4622
2020,7,24,1671
2020,7,25,1241
2020,7,26,5216
2020,7,27,532
2020,7,28,1171
2020,7,29,9837
2020,7,31,6975
2020,7,33,372
2020,7,35,14430
2020,7,41,5150
2020,7,42,1615
2020,7,43,162
2020,7,50,1557
2020,7,51,2101
2020,7,52,5831
2020,7,53,2848
2020,8,11,231
2020,8,12,337
2020,8,13,346
2020,8,14,151
2020,8,15,187
2020,8,16,11
2020,8,17,219
2020,8,21,80
2020,8,22,132
2020,8,23,2836
2020,8,24,916
2020,8,25,844
2020,8,26,3506
2020,8,27,262
2020,8,28,864
2020,8,29,3372
2020,8,31,3974
2020,8,33,214
2020,8,35,8320
2020,8,41,2502
2020,8,42,504
2020,8,43,95
2020,8,50,1032
2020,8,51,922
2020,8,52,2850
2020,8,53,1418
2020,9,11,129
2020,9,12,286
2020,9,13,396
2020,9,14,105
2020,9,15,142
2020,9,16,11
2020,9,17,121
2020,9,21,67
2020,9,22,92
2020,9,23,1451
2020,9,24,497
2020,9,25,592
2020,9,26,2617
2020,9,27,195
2020,9,28,586
2020,9,29,1927
2020,9,31,3601
2020,9,33,273
2020,9,35,7920
2020,9,41,3270
2020,9,42,376
2020,9,43,63
2020,9,50,816
2020,9,51,641
2020,9,52,1827
2020,9,53,1462
2020,10,11,119
2020,10,12,385
2020,10,13,466
2020,10,14,74
2020,10,15,120
2020,10,16,20
2020,10,17,78
2020,10,21,42
2020,10,22,54
2020,10,23,949
2020,10,24,338
2020,10,25,436
2020,10,26,1933
2020,10,27,171
2020,10,28,329
2020,10,29,1413
2020,10,31,3291
2020,10,33,249
2020,10,35,7451
2020,10,41,3858
2020,10,42,353
2020,10,43,133
2020,10,50,615
2020,10,51,433
2020,10,52,1567
2020,10,53,1224
2020,11,11,156
2020,11,12,1031
2020,11,13,620
2020,11,14,35
2020,11,15,171
2020,11,16,9
2020,11,17,120
2020,11,21,29
2020,11,22,56
2020,11,23,878
2020,11,24,361
2020,11,25,311
2020,11,26,1484
2020,11,27,100
2020,11,28,161
2020,11,29,1241
2020,11,31,3822
2020,11,33,262
2020,11,35,7477
2020,11,41,4935
2020,11,42,434
2020,11,43,134
2020,11,50,1015
2020,11,51,552
2020,11,52,1708
2020,11,53,1148
2020,12,11,365
2020,12,12,2434
2020,12,13,881
2020,12,14,66
2020,12,15,215
2020,12,16,20
2020,12,17,209
2020,12,21,26
2020,12,22,53
2020,12,23,808
2020,12,24,297
2020,12,25,282
2020,12,26,1082
2020,12,27,118
2020,12,28,133
2020,12,29,1145
2020,12,31,4728
2020,12,33,236
2020,12,35,9297
2020,12,41,5508
2020,12,42,477
2020,12,43,116
2020,12,50,1198
2020,12,51,877
2020,12,52,2002
2020,12,53,1840
2021,1,11,445
2021,1,12,6676
2021,1,13,1040
2021,1,14,59
2021,1,15,420
2021,1,16,54
2021,1,17,249
2021,1,21,220
2021,1,22,81
2021,1,23,883
2021,1,24,302
2021,1,25,215
2021,1,26,981
2021,1,27,66
2021,1,28,86
2021,1,29,1751
2021,1,31,4978
2021,1,33,184
2021,1,35,14941
2021,1,41,6979
2021,1,42,533
2021,1,43,176
2021,1,50,1746
2021,1,51,1936
2021,1,52,3564
2021,1,53,1594
2021,2,11,534
2021,2,12,7880
2021,2,13,1763
2021,2,14,76
2021,2,15,716
2021,2,16,49
2021,2,17,372
2021,2,21,269
2021,2,22,184
2021,2,23,1753
2021,2,24,406
2021,2,25,424
2021,2,26,1825
2021,2,27,73
2021,2,28,153
2021,2,29,5631
2021,2,31,6519
2021,2,33,260
2021,2,35,35316
2021,2,41,10621
2021,2,42,979
2021,2,43,701
2021,2,50,4324
2021,2,51,3545
2021,2,52,6083
2021,2,53,1971
2021,3,11,548
2021,3,12,7202
2021,3,13,2885
2021,3,14,103
2021,3,15,1094
2021,3,16,97
2021,3,17,605
2021,3,21,225
2021,3,22,256
2021,3,23,2974
2021,3,24,388
2021,3,25,691
2021,3,26,2913
2021,3,27,131
2021,3,28,195
2021,3,29,7656
2021,3,31,10367
2021,3,33,731
2021,3,35,70890
2021,3,41,15000
2021,3,42,3422
2021,3,43,2495
2021,3,50,5798
2021,3,51,4036
2021,3,52,9226
2021,3,53,2917
2021,4,11,355
2021,4,12,2378
2021,4,13,2173
2021,4,14,135
2021,4,15,868
2021,4,16,63
2021,4,17,815
2021,4,21,143
2021,4,22,406
2021,4,23,5262
2021,4,24,518
2021,4,25,1081
2021,4,26,4221
2021,4,27,153
2021,4,28,175
2021,4,29,6874
2021,4,31,7390
2021,4,33,1135
2021,4,35,85023
2021,4,41,19700
2021,4,42,9084
2021,4,43,7050
2021,4,50,4964
2021,4,51,3885
2021,4,52,11411
2021,4,53,3565
2021,5,11,316
2021,5,12,1156
2021,5,13,1834
2021,5,14,172
2021,5,15,714
2021,5,16,67
2021,5,17,1097
2021,5,21,182
2021,5,22,609
2021,5,23,10895
2021,5,24,856
2021,5,25,1965
2021,5,26,10008
2021,5,27,309
2021,5,28,285
2021,5,29,5727
2021,5,31,5829
2021,5,33,810
2021,5,35,58148
2021,5,41,12973
2021,5,42,10651
2021,5,43,4216
2021,5,50,3013
2021,5,51,4315
2021,5,52,10781
2021,5,53,4177
2021,6,11,270
2021,6,12,615
2021,6,13,1404
2021,6,14,163
2021,6,15,560
2021,6,16,50
2021,6,17,1100
2021,6,21,132
2021,6,22,777
2021,6,23,15561
2021,6,24,1078
2021,6,25,3089
2021,6,26,12673
2021,6,27,917
2021,6,28,379
2021,6,29,2983
2021,6,31,3804
2021,6,33,682
2021,6,35,26291
2021,6,41,4828
2021,6,42,4556
2021,6,43,756
2021,6,50,1282
2021,6,51,3583
2021,6,52,7774
2021,6,53,3338
2021,7,11,161
2021,7,12,479
2021,7,13,1051
2021,7,14,151
2021,7,15,406
2021,7,16,65
2021,7,17,771
2021,7,21,77
2021,7,22,693
2021,7,23,13056
2021,7,24,897
2021,7,25,3807
2021,7,26,10292
2021,7,27,1865
2021,7,28,537
2021,7,29,1421
2021,7,31,1959
2021,7,33,432
2021,7,35,10840
2021,7,41,2408
2021,7,42,1692
2021,7,43,236
2021,7,50,617
2021,7,51,2079
2021,7,52,4334
2021,7,53,1594
2021,8,11,140
2021,8,12,444
2021,8,13,727
2021,8,14,124
2021,8,15,378
2021,8,16,200
2021,8,17,671
2021,8,21,81
2021,8,22,753
2021,8,23,7880
2021,8,24,819
2021,8,25,3045
2021,8,26,6326
2021,8,27,1979
2021,8,28,679
2021,8,29,773
2021,8,31,1734
2021,8,33,353
2021,8,35,8129
2021,8,41,2748
2021,8,42,1054
2021,8,43,146
2021,8,50,571
2021,8,51,1173
2021,8,52,2852
2021,8,53,909
2021,9,11,66
2021,9,12,395
2021,9,13,481
2021,9,14,87
2021,9,15,270
2021,9,16,140
2021,9,17,551
2021,9,21,74
2021,9,22,391
2021,9,23,3992
2021,9,24,569
2021,9,25,2474
2021,9,26,4424
2021,9,27,1663
2021,9,28,561
2021,9,29,576
2021,9,31,1848
2021,9,33,299
2021,9,35,8164
2021,9,41,3105
2021,9,42,682
2021,9,43,129
2021,9,50,609
2021,9,51,865
2021,9,52,2416
2021,9,53,782
2021,10,11,85
2021,10,12,645
2021,10,13,367
2021,10,14,46
2021,10,15,246
2021,10,16,102
2021,10,17,647
2021,10,21,49
2021,10,22,130
2021,10,23,2495
2021,10,24,482
2021,10,25,1864
2021,10,26,2882
2021,10,27,1163
2021,10,28,448
2021,10,29,525
2021,10,31,1693
2021,10,33,195
2021,10,35,7172
2021,10,41,2684
2021,10,42,638
2021,10,43,153
2021,10,50,607
2021,10,51,1173
2021,10,52,2674
2021,10,53,647
2021,11,11,360
2021,11,12,909
2021,11,13,501
2021,11,14,42
2021,11,15,767
2021,11,16,80
2021,11,17,2180
2021,11,21,72
2021,11,22,175
2021,11,23,2102
2021,11,24,528
2021,11,25,1766
2021,11,26,2158
2021,11,27,861
2021,11,28,516
2021,11,29,896
2021,11,31,2550
2021,11,33,217
2021,11,35,8719
2021,11,41,3054
2021,11,42,782
2021,11,43,174
2021,11,50,815
2021,11,51,2226
2021,11,52,5339
2021,11,53,1015
2021,12,11,742
2021,12,12,2007
2021,12,13,646
2021,12,14,29
2021,12,15,2300
2021,12,16,96
2021,12,17,8156
2021,12,21,203
2021,12,22,383
2021,12,23,2408
2021,12,24,544
2021,12,25,1554
2021,12,26,2414
2021,12,27,798
2021,12,28,527
2021,12,29,2015
2021,12,31,3841
2021,12,33,296
2021,12,35,15214
2021,12,41,3098
2021,12,42,1088
2021,12,43,226
2021,12,50,992
2021,12,51,5346
2021,12,52,17505
2021,12,53,2957
2022,1,11,1011
2022,1,12,713
2022,1,13,234
2022,1,14,2
2022,1,15,901
2022,1,16,14
2022,1,17,4190
2022,1,21,156
2022,1,22,398
2022,1,23,373
2022,1,24,198
2022,1,25,521
2022,1,26,303
2022,1,27,172
2022,1,28,26
2022,1,29,1325
2022,1,31,2535
2022,1,33,75
2022,1,35,6872
2022,1,41,521
2022,1,42,76
2022,1,43,152
2022,1,50,403
2022,1,51,3795
2022,1,52,15315
2022,1,53,3231
2022,2,11,1366
2022,2,12,494
2022,2,13,404
2022,2,14,1
2022,2,15,908
2022,2,16,39
2022,2,17,3747
2022,2,21,370
2022,2,22,1394
2022,2,23,979
2022,2,24,375
2022,2,25,1109
2022,2,26,669
2022,2,27,381
2022,2,28,39
2022,2,29,2507
2022,2,31,3811
2022,2,33,231
2022,2,35,13802
2022,2,41,2435
2022,2,42,824
2022,2,43,687
2022,2,50,723
2022,2,51,4421
2022,2,52,25455
2022,2,53,5962
2022,3,11,2015
2022,3,12,540
2022,3,13,579
2022,3,14,1
2022,3,15,904
2022,3,16,26
2022,3,17,2935
2022,3,21,918
2022,3,22,4313
2022,3,23,2773
2022,3,24,1734
2022,3,25,2582
2022,3,26,1502
2022,3,27,642
2022,3,28,103
2022,3,29,5957
2022,3,31,13045
2022,3,33,916
2022,3,35,60699
2022,3,41,29173
2022,3,42,16663
2022,3,43,17089
2022,3,50,2455
2022,3,51,6355
2022,3,52,43526
2022,3,53,12297
2022,4,11,2212
2022,4,12,357
2022,4,13,458
2022,4,14,3
2022,4,15,703
2022,4,16,32
2022,4,17,3132
2022,4,21,975
2022,4,22,10128
2022,4,23,5893
2022,4,24,5088
2022,4,25,3754
2022,4,26,2451
2022,4,27,2259
2022,4,28,311
2022,4,29,7965
2022,4,31,24524
2022,4,33,1695
2022,4,35,110685
2022,4,41,59058
2022,4,42,32037
2022,4,43,29105
2022,4,50,4897
2022,4,51,7885
2022,4,52,44409
2022,4,53,17613
2022,5,11,1674
2022,5,12,353
2022,5,13,387
2022,5,14,4
2022,5,15,704
2022,5,16,30
2022,5,17,2893
2022,5,21,1325
2022,5,22,7790
2022,5,23,10776
2022,5,24,10065
2022,5,25,6236
2022,5,26,3430
2022,5,27,7917
2022,5,28,755
2022,5,29,7587
2022,5,31,23054
2022,5,33,3085
2022,5,35,100220
2022,5,41,47238
2022,5,42,26667
2022,5,43,16696
2022,5,50,6023
2022,5,51,5764
2022,5,52,33255
2022,5,53,14388
2022,6,11,898
2022,6,12,173
2022,6,13,262
2022,6,14,7
2022,6,15,391
2022,6,16,19
2022,6,17,1587
2022,6,21,955
2022,6,22,4564
2022,6,23,9347
2022,6,24,10355
2022,6,25,5183
2022,6,26,2236
2022,6,27,8700
2022,6,28,1075
2022,6,29,3313
2022,6,31,7831
2022,6,33,1775
2022,6,35,27903
2022,6,41,9944
2022,6,42,6105
2022,6,43,2437
2022,6,50,2543
2022,6,51,2311
2022,6,52,13509
2022,6,53,6198
2022,7,11,657
2022,7,12,145
2022,7,13,203
2022,7,14,8
2022,7,15,276
2022,7,16,23
2022,7,17,744
2022,7,21,682
2022,7,22,1684
2022,7,23,4765
2022,7,24,6200
2022,7,25,3998
2022,7,26,1445
2022,7,27,6476
2022,7,28,1128
2022,7,29,1710
2022,7,31,2925
2022,7,33,924
2022,7,35,10918
2022,7,41,3716
2022,7,42,1579
2022,7,43,569
2022,7,50,1708
2022,7,51,1038
2022,7,52,7098
2022,7,53,2509
2022,8,11,437
2022,8,12,91
2022,8,13,165
2022,8,14,11
2022,8,15,174
2022,8,16,25
2022,8,17,453
2022,8,21,443
2022,8,22,736
2022,8,23,3821
2022,8,24,4481
2022,8,25,2458
2022,8,26,1500
2022,8,27,3750
2022,8,28,843
2022,8,29,1391
2022,8,31,1618
2022,8,33,624
2022,8,35,5863
2022,8,41,1233
2022,8,42,554
2022,8,43,209
2022,8,50,1092
2022,8,51,673
2022,8,52,5675
2022,8,53,1857
2022,9,11,379
2022,9,12,60
2022,9,13,430
2022,9,14,1
2022,9,15,157
2022,9,16,27
2022,9,17,250
2022,9,21,318
2022,9,22,261
2022,9,23,1853
2022,9,24,1888
2022,9,25,1514
2022,9,26,751
2022,9,27,1892
2022,9,28,388
2022,9,29,858
2022,9,31,1280
2022,9,33,379
2022,9,35,3082
2022,9,41,546
2022,9,42,286
2022,9,43,95
2022,9,50,836
2022,9,51,442
2022,9,52,4730
2022,9,53,2020
2022,10,11,427
2022,10,12,127
2022,10,13,973
2022,10,14,9
2022,10,15,183
2022,10,16,18
2022,10,17,209
2022,10,21,270
2022,10,22,84
2022,10,23,885
2022,10,24,783
2022,10,25,716
2022,10,26,684
2022,10,27,815
2022,10,28,260
2022,10,29,968
2022,10,31,1561
2022,10,33,454
2022,10,35,3017
2022,10,41,554
2022,10,42,198
2022,10,43,33
2022,10,50,1136
2022,10,51,487
2022,10,52,3887
2022,10,53,1910
2022,11,11,1020
2022,11,12,232
2022,11,13,627
2022,11,14,10
2022,11,15,276
2022,11,16,15
2022,11,17,355
2022,11,21,250
2022,11,22,231
2022,11,23,764
2022,11,24,674
2022,11,25,496
2022,11,26,652
2022,11,27,446
2022,11,28,162
2022,11,29,978
2022,11,31,2271
2022,11,33,458
2022,11,35,3398
2022,11,41,757
2022,11,42,92
2022,11,43,65
2022,11,50,2554
2022,11,51,956
2022,11,52,4491
2022,11,53,1710
2022,12,11,2164
2022,12,12,325
2022,12,13,640
2022,12,14,5
2022,12,15,341
2022,12,16,22
2022,12,17,460
2022,12,21,190
2022,12,22,115
2022,12,23,521
2022,12,24,344
2022,12,25,291
2022,12,26,495
2022,12,27,273
2022,12,28,166
2022,12,29,1197
2022,12,31,4645
2022,12,33,527
2022,12,35,4707
2022,12,41,1055
2022,12,42,207
2022,12,43,97
2022,12,50,1987
2022,12,51,1254
2022,12,52,5555
2022,12,53,3001
2023,1,11,2844
2023,1,12,562
2023,1,13,767
2023,1,14,6
2023,1,15,692
2023,1,16,63
2023,1,17,379
2023,1,21,328
2023,1,22,287
2023,1,23,646
2023,1,24,440
2023,1,25,404
2023,1,26,277
2023,1,27,225
2023,1,28,169
2023,1,29,3259
2023,1,31,14851
2023,1,33,1216
2023,1,35,13158
2023,1,41,2111
2023,1,42,290
2023,1,43,62
2023,1,50,2543
