Ano,Mês,Quantidade de Casos,COD_UF,precipitacao_media_mensal_uf,temp_max_media_mensal_uf,temp_min_media_mensal_uf,umidade_max_media_mensal_uf,umidade_min_media_mensal_uf,pressao_max_media_mensal_uf,pressao_min_media_mensal_uf,Densidade demográfica(Pessoas por km²),Densidade domiciliar urbana(pessoas por moradia),Densidade domiciliar(pessoas por moradia),"Despesas per capita com saneamento, R$ a preços de 2024(R$ per capita a preços de 2024)",Internações totais por doenças de veiculação hídrica(Número de internações),População urbana(pessoas),População(pessoas)
2014,2,1490,AM,278.8874999999999,26.145353918947425,25.227707452649625,86.81563523184995,82.07168258343084,1003.4174587315204,1002.7544944587468,2.48,3.18,4.06,209.39,5485.0,2540454.0,3873743.0
2014,2,129,RR,17.000000000000004,28.885119047619064,27.614136904761928,62.82738095238096,57.7395833333333,1001.1894345238092,1000.5647321428564,2.22,3.63,3.9,235.76,1190.0,381016.0,496936.0
2014,2,1301,PA,249.3545454545455,25.998943078347285,24.99780796740924,85.74862483792393,81.11520875031401,996.0718870270972,995.4324838534764,6.47,3.1,3.79,66.49,45717.0,4767267.0,8073924.0
2014,2,46,AP,248.69999999999976,25.418154761904752,24.600446428571445,90.40624999999991,87.90848214285715,1009.4526041666664,1008.8935267857144,5.26,4.02,4.03,126.56,1031.0,672809.0,750912.0
2014,2,1590,TO,238.8999999999999,25.398322961760467,24.310551046176045,83.69518172799422,78.21999007936506,973.4430104617608,972.840219606782,5.39,3.36,3.28,414.68,3791.0,1232885.0,1496880.0
2014,2,326,MA,207.9249999999999,26.46372233959904,25.446946400402982,83.19455488671719,78.11125746528414,995.4145644302256,994.8007670346968,20.64,3.16,3.69,136.69,50406.0,3904808.0,6850884.0
2014,2,431,PI,144.45333333333332,27.00164051068188,25.818968812780412,75.44537560979694,69.64265641457044,980.9543082258432,980.38986620139,12.7,3.21,3.4,229.01,18597.0,2027383.0,3194718.0
2014,2,3071,CE,105.5,27.119345238095235,25.989498299319727,73.66156462585033,68.2418154761905,982.7305378401362,982.2003613945576,59.39,3.22,3.34,244.54,20811.0,6571988.0,8842791.0
2014,2,1107,RN,38.00000000000001,28.442708333333336,27.28563988095238,68.48958333333331,63.12227182539683,999.2903769841269,998.7613343253968,64.54,3.26,3.36,321.38,7501.0,2613635.0,3408510.0
2014,2,601,PB,93.375,26.27637648809523,25.110751488095232,73.86830357142857,68.27511160714286,972.5080543154762,972.0139322916668,69.84,3.1,3.31,313.92,11294.0,2873449.0,3943885.0
2014,2,1101,PE,79.67272727272726,26.47643658754532,25.234650436575308,67.9817690003987,62.395076853958905,964.0751899393388,963.578849108015,94.6,3.14,3.24,287.44,11965.0,7404360.0,9277727.0
2014,2,820,AL,53.366666666666674,27.113566468253968,25.92306547619048,75.1909722222222,69.63020833333333,998.9976686507936,998.5211557539684,119.28,3.13,3.39,193.66,7149.0,2316270.0,3321730.0
2014,2,146,SE,49.2,27.177716543513966,25.75883004926108,77.46383150590604,69.73507250006956,992.8410775862072,992.3821715927744,101.27,3.13,3.21,389.01,1766.0,1638694.0,2219574.0
2014,2,1795,BA,79.38888888888889,25.961666026477367,24.639368410070105,75.00225820099328,68.87722431161602,969.5273160605202,969.0278512395968,26.79,3.1,3.23,350.81,43377.0,10770479.0,15126371.0
2014,2,13104,MG,62.27307692307693,24.8053418855297,23.228490697665613,69.0702134196348,62.13108977210735,931.6738099799531,931.1976529911208,35.35,3.01,3.1,478.32,23828.0,17517420.0,20734097.0
2014,2,3156,ES,74.10000000000002,26.153042524717133,24.688291118570017,76.37359497064669,70.14074381660133,990.2234179989556,989.7681875646572,84.3,3.01,3.1,491.97,6186.0,3230172.0,3885049.0
2014,2,1932,RJ,67.84615384615385,25.76664404034637,24.30734903503612,75.01823681298505,68.56062182545489,973.8843911933265,973.4415258085844,375.98,2.84,2.86,802.73,6477.0,15881308.0,16461173.0
2014,2,19518,SP,97.71538461538462,25.99221854821981,24.458003774021385,67.47411254819696,59.90531912410848,940.7493883534984,940.2446972286688,177.4,3.06,3.09,666.19,25907.0,41935126.0,44035304.0
2014,2,6029,PR,128.78181818181818,25.21854699292108,23.78997279467599,74.70942622604859,68.34259474326274,945.26600694903,944.7623364053889,55.6,2.97,3.04,568.0,17407.0,9407661.0,11081692.0
2014,2,62,SC,136.86666666666662,23.767056271186824,22.463155250863263,79.34316020254477,73.08937214356118,946.680124913065,946.1841447766236,70.27,2.87,2.99,521.77,7076.0,5518342.0,6727148.0
2014,2,152,RS,189.60571428571424,24.815094733236805,23.50207564901767,76.95394403834929,71.0508671826807,975.889060183912,975.3489986288124,39.78,2.79,2.85,580.04,12150.0,9480768.0,11207274.0
2014,2,1479,MS,147.03999999999996,26.583435755951008,25.208444730318632,75.59590724164958,68.93073047156294,966.086213806348,965.532976807561,7.33,3.0,3.12,558.57,3791.0,2224175.0,2619657.0
2014,2,1845,MT,259.06428571428563,25.28484202482959,24.16004710109636,85.23664176097189,79.80708115606609,966.3651035385282,965.6344644316456,3.57,2.87,3.14,275.4,6132.0,2465579.0,3224357.0
2014,2,15487,GO,137.0842105263158,24.89818706565524,23.51550017218812,73.81342115775149,66.62114750106967,930.7315145533104,930.2013618534532,19.18,3.05,3.06,518.54,17986.0,5878386.0,6523222.0
2014,2,2158,DF,283.0,22.42403273809525,21.07202380952381,75.1674107142857,68.28869047619048,892.8458333333336,892.3663690476191,493.49,3.15,3.11,1071.45,1673.0,2754765.0,2852372.0
2014,3,783,RO,301.2499999999999,25.76844758064516,24.78739919354839,87.24764784946237,81.96774193548387,974.5253696236564,973.5668346774193,7.35,3.11,3.28,206.93,6719.0,1253146.0,1748531.0
2014,3,1129,AC,365.8499999999998,25.438373655913985,24.483635752688173,89.43548387096773,85.20530913978492,987.6357862903224,986.9430779569896,4.81,3.49,3.65,141.07,3459.0,572554.0,790101.0
2014,3,1666,AM,349.92499999999984,26.59155738724408,25.621592066578746,86.20108003347242,81.05917794911501,1003.9451527704712,1003.2480180424844,2.48,3.18,4.06,209.39,5485.0,2540454.0,3873743.0
2014,3,129,RR,22.0,29.97006079027356,28.64072948328268,58.1094224924012,53.21124620060786,1001.485714285714,1000.8183890577498,2.22,3.63,3.9,235.76,1190.0,381016.0,496936.0
2014,3,1283,PA,335.91764705882343,26.18371672986452,25.16133333556758,85.60270539587782,80.57327957686398,996.860664056968,996.200084891941,6.47,3.1,3.79,66.49,45717.0,4767267.0,8073924.0
2014,3,66,AP,360.7999999999994,25.91841397849464,24.944018817204302,88.35147849462366,85.46774193548387,1010.2408602150532,1009.6495967741936,5.26,4.02,4.03,126.56,1031.0,672809.0,750912.0
2014,3,1458,TO,218.2333333333333,25.77916761260972,24.6437363556098,84.57141328250556,78.87856521709094,974.1444048640304,973.507807305308,5.39,3.36,3.28,414.68,3791.0,1232885.0,1496880.0
2014,3,473,MA,223.0666666666665,26.68641142172488,25.626702086190424,83.73196217911206,78.59161421720476,996.2169063479904,995.5683038959264,20.64,3.16,3.69,136.69,50406.0,3904808.0,6850884.0
2014,3,469,PI,138.70588235294116,26.67654008548841,25.485072387977542,80.43833443905464,74.561620393139,981.794814995625,981.1948163959664,12.7,3.21,3.4,229.01,18597.0,2027383.0,3194718.0
2014,3,3015,CE,142.38461538461536,26.93944060333724,25.77571147918205,77.53785311046225,72.1313270489023,983.5995082624725,983.0282002349632,59.39,3.22,3.34,244.54,20811.0,6571988.0,8842791.0
2014,3,1102,RN,92.0,28.60815770684304,27.41220039674033,70.98120709257866,65.41840854445798,1000.011104993966,999.4169420997656,64.54,3.26,3.36,321.38,7501.0,2613635.0,3408510.0
2014,3,716,PB,148.2,26.47641129032259,25.313155241935487,75.7631048387097,70.16952284946235,973.1634072580644,972.6265625000002,69.84,3.1,3.31,313.92,11294.0,2873449.0,3943885.0
2014,3,1508,PE,66.67999999999996,26.87410712417009,25.574892758784788,68.99681218904365,63.150972034747646,964.70818780216,964.1718267169994,94.6,3.14,3.24,287.44,11965.0,7404360.0,9277727.0
2014,3,1067,AL,41.46666666666668,27.487208781362007,26.318637992831537,75.65546594982078,70.39672939068103,999.5481406810036,999.0438620071689,119.28,3.13,3.39,193.66,7149.0,2316270.0,3321730.0
2014,3,232,SE,55.440000000000005,27.03954930737188,25.80864889082631,71.81767228470088,71.48275766195972,993.4150765281412,992.930956359585,101.27,3.13,3.21,389.01,1766.0,1638694.0,2219574.0
2014,3,2465,BA,90.95555555555556,26.1650001657342,24.89102566516193,76.75835303117545,70.74415763915859,969.9573708455276,969.42872702602,26.79,3.1,3.23,350.81,43377.0,10770479.0,15126371.0
2014,3,16136,MG,121.9607843137255,23.860804690248724,22.548435922342936,77.25410906860787,71.06742407545286,932.0560603836144,931.5519552523358,35.35,3.01,3.1,478.32,23828.0,17517420.0,20734097.0
2014,3,2959,ES,95.44444444444444,25.523541122962065,24.325478701251505,79.6700601471962,74.17754638674622,990.3964708043692,989.9239223995844,84.3,3.01,3.1,491.97,6186.0,3230172.0,3885049.0
2014,3,1663,RJ,173.26153846153838,24.20178213395797,23.00969860969145,82.1605287806335,76.53205596269423,974.5957134463104,974.121388364904,375.98,2.84,2.86,802.73,6477.0,15881308.0,16461173.0
2014,3,46080,SP,116.82962962962962,24.39711850845892,23.039601419632223,77.04496160820172,69.99810764660012,943.9431714247831,943.4200516272268,177.4,3.06,3.09,666.19,25907.0,41935126.0,44035304.0
2014,3,9555,PR,186.7130434782608,23.109087278626703,21.79678786335481,81.06721607888825,75.28167953109755,945.880207634362,945.3652707976862,55.6,2.97,3.04,568.0,17407.0,9407661.0,11081692.0
2014,3,57,SC,188.52222222222213,21.225186528992968,20.13268469274133,84.7112421280493,79.56134082629121,947.0989169663872,946.6039033289773,70.27,2.87,2.99,521.77,7076.0,5518342.0,6727148.0
2014,3,109,RS,188.7777777777777,21.51494303332846,20.334494455924226,80.34651981598324,75.3626594283688,976.1353336656832,975.6280885498784,39.78,2.79,2.85,580.04,12150.0,9480768.0,11207274.0
2014,3,1268,MS,214.98399999999992,25.618326772458985,24.342146454176483,79.97034237422163,73.68563749589651,965.9886155529832,965.403099173482,7.33,3.0,3.12,558.57,3791.0,2224175.0,2619657.0
2014,3,1929,MT,229.6344827586205,25.668444267253683,24.513010174718275,85.2830673278576,79.79216693911052,966.8264683863696,966.0596072863758,3.57,2.87,3.14,275.4,6132.0,2465579.0,3224357.0
2014,3,16922,GO,197.5368421052632,24.591082127323773,23.2782558664194,80.26316796224499,73.20350334110675,931.3324354743964,930.7494474963818,19.18,3.05,3.06,518.54,17986.0,5878386.0,6523222.0
2014,3,2148,DF,689.9999999999997,21.84314516129033,20.600806451612897,84.30443548387106,77.71975806451614,893.4725806451619,892.948521505376,493.49,3.15,3.11,1071.45,1673.0,2754765.0,2852372.0
2014,4,691,RO,158.29999999999995,26.03005727476433,24.999311640395607,85.83605750656771,80.55167333101528,976.3063391960288,975.3898331981152,7.35,3.11,3.28,206.93,6719.0,1253146.0,1748531.0
2014,4,988,AC,211.65,25.64534722222222,24.615486111111107,88.44652777777777,83.8159722222222,989.1069444444446,988.4619444444448,4.81,3.49,3.65,141.07,3459.0,572554.0,790101.0
2014,4,1761,AM,281.3999999999999,26.72107471898321,25.720925966239456,86.53602271929213,81.10894529395074,1004.529114839438,1003.846234646138,2.48,3.18,4.06,209.39,5485.0,2540454.0,3873743.0
2014,4,116,RR,1.4,31.579069767441847,29.711627906976744,60.11627906976746,52.68604651162792,1002.1023255813952,1001.31511627907,2.22,3.63,3.9,235.76,1190.0,381016.0,496936.0
2014,4,1237,PA,270.55294117647054,26.621248006780405,25.53131233992949,84.95432348148134,79.2954076959592,1000.0708170721564,999.4046352359233,6.47,3.1,3.79,66.49,45717.0,4767267.0,8073924.0
2014,4,279,AP,312.79999999999944,26.24499999999999,25.28041666666666,88.39305555555565,85.46041666666673,1010.5078472222222,1009.921180555556,5.26,4.02,4.03,126.56,1031.0,672809.0,750912.0
2014,4,1199,TO,156.06666666666666,26.125129407484675,24.913301701823524,83.33461034487203,77.44100135862568,979.0766435214452,978.465148424439,5.39,3.36,3.28,414.68,3791.0,1232885.0,1496880.0
2014,4,560,MA,222.6133333333332,26.726693072241314,25.621369964093336,84.20690222788586,78.89016490900289,996.662750570536,996.006949588323,20.64,3.16,3.69,136.69,50406.0,3904808.0,6850884.0
2014,4,1200,PI,145.78750000000002,26.860030002309703,25.602974183925443,79.6343837718902,73.57144354006675,982.2858499352452,981.6829453670974,12.7,3.21,3.4,229.01,18597.0,2027383.0,3194718.0
2014,4,4615,CE,137.0833333333333,26.46893622054426,25.37536342146053,82.11123121714571,76.98454179686588,984.0149921759538,983.4592021718762,59.39,3.22,3.34,244.54,20811.0,6571988.0,8842791.0
2014,4,1739,RN,59.3,28.81426076824753,27.686240735046443,72.35001928148483,66.7006636562671,1001.8619723347684,1001.252842903769,64.54,3.26,3.36,321.38,7501.0,2613635.0,3408510.0
2014,4,1034,PB,96.12500000000004,26.52220486111112,25.364999999999988,77.10121527777778,71.52447916666667,973.3984375,972.8696006944444,69.84,3.1,3.31,313.92,11294.0,2873449.0,3943885.0
2014,4,2627,PE,108.26666666666668,26.342239011873485,25.122939943594496,73.36574637485185,67.6787521570597,965.0258893524958,964.498190870808,94.6,3.14,3.24,287.44,11965.0,7404360.0,9277727.0
2014,4,1325,AL,105.04,27.26950255627672,26.15752301936847,79.23793688507698,74.1667680806676,999.6695060977175,999.1508504610312,119.28,3.13,3.39,193.66,7149.0,2316270.0,3321730.0
2014,4,433,SE,139.51999999999995,26.90153724616293,25.718801612707043,73.5957000786492,75.65404882593276,993.5195080180775,993.0145119556456,101.27,3.13,3.21,389.01,1766.0,1638694.0,2219574.0
2014,4,4646,BA,86.7235294117647,25.95097409062401,24.67212832245436,76.51609563561932,70.45075515371035,970.2806810468364,969.7492965748952,26.79,3.1,3.23,350.81,43377.0,10770479.0,15126371.0
2014,4,21860,MG,78.92549019607843,23.00780778191324,21.656642672769983,77.89017491748886,71.79590976757348,932.5023421621,932.025471471476,35.35,3.01,3.1,478.32,23828.0,17517420.0,20734097.0
2014,4,3351,ES,94.26666666666664,24.451516966792088,23.301420454018967,81.3113264269018,76.04889308522985,990.7081254451016,990.2378094876,84.3,3.01,3.1,491.97,6186.0,3230172.0,3885049.0
2014,4,1553,RJ,177.10769230769222,22.375923451593057,21.301174921986288,84.84081366051682,79.73222451113622,975.820825954926,975.3623117643798,375.98,2.84,2.86,802.73,6477.0,15881308.0,16461173.0
2014,4,125274,SP,78.5037037037037,22.5792668848788,21.326751269641967,77.7939797311308,71.5227753441743,945.1898997527068,944.7022595712612,177.4,3.06,3.09,666.19,25907.0,41935126.0,44035304.0
2014,4,12450,PR,125.50526315789472,21.36550362875719,20.20130719045913,82.98146636591288,77.97007274035398,947.71506834843,947.209492341412,55.6,2.97,3.04,568.0,17407.0,9407661.0,11081692.0
2014,4,105,SC,136.53333333333333,19.336756975651777,18.370377852911968,85.25748103327172,80.57750138325225,949.2392977843112,948.76620260126,70.27,2.87,2.99,521.77,7076.0,5518342.0,6727148.0
2014,4,81,RS,114.20000000000002,19.663081475006404,18.592611010343767,80.61480948430304,76.11540077122993,978.7416993411192,978.2481520091133,39.78,2.79,2.85,580.04,12150.0,9480768.0,11207274.0
2014,4,1358,MS,85.10400000000001,24.921200755246467,23.694710088492226,78.79913486824172,73.01250508967891,967.5427603590906,967.0101108408963,7.33,3.0,3.12,558.57,3791.0,2224175.0,2619657.0
2014,4,1860,MT,122.83846153846156,25.93199979180845,24.715442996525685,83.74730608973,78.09292996904605,968.03907403817,967.2923886706044,3.57,2.87,3.14,275.4,6132.0,2465579.0,3224357.0
2014,4,22240,GO,131.57777777777778,24.63791650749385,23.30258781872428,79.1179488259243,72.12646357898448,933.3488434400488,932.820054047529,19.18,3.05,3.06,518.54,17986.0,5878386.0,6523222.0
2014,4,3969,DF,369.2000000000001,22.06119610570239,20.734631432545203,82.27677329624481,75.52155771905427,893.9226703755213,893.4415159944368,493.49,3.15,3.11,1071.45,1673.0,2754765.0,2852372.0
2014,5,480,RO,154.15,25.483702956989248,24.428561827956983,85.1488575268817,79.8834005376344,977.7861559139784,976.922345430108,7.35,3.11,3.28,206.93,6719.0,1253146.0,1748531.0
2014,5,1065,AC,148.64999999999995,25.17344310393269,24.16967302355549,89.21128487469973,84.84624084895928,989.633032334484,989.0099622233616,4.81,3.49,3.65,141.07,3459.0,572554.0,790101.0
2014,5,1039,AM,251.26666666666665,26.57288353141208,25.60049203990917,86.82077429884907,81.7548217633177,1004.7421512982996,1004.1080624877828,2.48,3.18,4.06,209.39,5485.0,2540454.0,3873743.0
2014,5,150,RR,59.00000000000001,29.0274193548387,27.756048387096776,68.57123655913986,63.04973118279577,1002.2330645161296,1001.5857526881724,2.22,3.63,3.9,235.76,1190.0,381016.0,496936.0
2014,5,1117,PA,233.2923076923076,26.80326613074812,25.7365971721327,83.9425206816875,78.66586560771277,999.6909244190704,999.0877807487528,6.47,3.1,3.79,66.49,45717.0,4767267.0,8073924.0
2014,5,572,AP,383.1999999999994,26.075134408602143,25.1788306451613,89.59274193548387,86.82862903225816,1010.5574596774196,1009.9897849462365,5.26,4.02,4.03,126.56,1031.0,672809.0,750912.0
2014,5,1211,TO,58.74545454545454,26.60741487455197,25.26742831541219,75.95262096774195,69.57504480286735,979.26045943304,978.7594208211144,5.39,3.36,3.28,414.68,3791.0,1232885.0,1496880.0
2014,5,542,MA,233.41333333333327,26.950484969842886,25.805303046773435,81.4497898821419,76.14725921600579,996.8036215820856,996.2356147674484,20.64,3.16,3.69,136.69,50406.0,3904808.0,6850884.0
2014,5,2372,PI,76.93333333333332,27.008222097065943,25.63282623706951,72.56008113894013,66.12175528670251,982.637683598282,982.0927103786998,12.7,3.21,3.4,229.01,18597.0,2027383.0,3194718.0
2014,5,6363,CE,95.63333333333333,26.52111749388472,25.38200432089724,77.8790425542483,71.95870684137876,984.2384809601408,983.7094755970234,59.39,3.22,3.34,244.54,20811.0,6571988.0,8842791.0
2014,5,2817,RN,115.71428571428572,27.609851092726394,26.506677599144,75.89823342975802,70.49715547616813,1002.2887196813616,1001.6833150430268,64.54,3.26,3.36,321.38,7501.0,2613635.0,3408510.0
2014,5,1397,PB,136.87500000000003,25.285231854838703,24.157795698924726,79.24126344086022,74.0294018817204,973.8756216397846,973.3877184139784,69.84,3.1,3.31,313.92,11294.0,2873449.0,3943885.0
2014,5,3557,PE,98.39999999999996,24.62425698877158,23.54296576467327,77.82534121629661,72.99799045232481,965.8688722948432,965.306781701898,94.6,3.14,3.24,287.44,11965.0,7404360.0,9277727.0
2014,5,2211,AL,223.54999999999984,25.313328853046595,24.379435483870967,86.08982974910396,81.81429211469529,1000.6978046594982,1000.222222222222,119.28,3.13,3.39,193.66,7149.0,2316270.0,3321730.0
2014,5,908,SE,128.44,25.24083123932453,24.160984098287983,78.829717698896,77.89918576236006,994.5510060004526,994.0860901811824,101.27,3.13,3.21,389.01,1766.0,1638694.0,2219574.0
2014,5,4246,BA,61.1,24.432304247347272,23.247880847793606,78.16406499898724,72.77957698396705,971.3496292720946,970.8647269151272,26.79,3.1,3.23,350.81,43377.0,10770479.0,15126371.0
2014,5,15183,MG,14.364705882352942,20.96711288334585,19.474645588323902,72.83082682270889,66.84792741450417,933.6259038009384,933.1678424279283,35.35,3.01,3.1,478.32,23828.0,17517420.0,20734097.0
2014,5,3276,ES,19.51111111111111,22.81562308126152,21.615370038133104,79.81837656412705,74.39956378780745,992.328979129452,991.845223530013,84.3,3.01,3.1,491.97,6186.0,3230172.0,3885049.0
2014,5,1571,RJ,68.86153846153847,20.40219064015974,19.24773939609128,83.63267276381828,78.299261743753,976.8259589624984,976.352856801288,375.98,2.84,2.86,802.73,6477.0,15881308.0,16461173.0
2014,5,97607,SP,43.786206896551725,19.76393577335628,18.41669956590301,75.63854838983401,69.38365135753781,945.9622573355946,945.4946259619348,177.4,3.06,3.09,666.19,25907.0,41935126.0,44035304.0
2014,5,9749,PR,119.81000000000002,18.0854379193064,17.006278328224987,83.90212453021168,79.36760553290216,948.1491936027492,947.636599211072,55.6,2.97,3.04,568.0,17407.0,9407661.0,11081692.0
2014,5,86,SC,104.85,16.474454801590547,15.491236893132184,86.43113809254734,81.9039314255498,951.0545590355914,950.526921421801,70.27,2.87,2.99,521.77,7076.0,5518342.0,6727148.0
2014,5,73,RS,140.23999999999998,15.943385335925743,14.89640241799282,84.84440934517609,80.89338704677736,979.2229257532864,978.693012136832,39.78,2.79,2.85,580.04,12150.0,9480768.0,11207274.0
2014,5,1025,MS,125.91851851851852,20.73437138380365,19.566704068834508,79.36717178205633,73.93317356809372,969.805212519124,969.266704454178,7.33,3.0,3.12,558.57,3791.0,2224175.0,2619657.0
2014,5,1145,MT,46.33750000000002,24.808792933791693,23.533775632295352,79.0167570609027,73.4564613516374,968.6896323295113,968.0476798064744,3.57,2.87,3.14,275.4,6132.0,2465579.0,3224357.0
2014,5,21573,GO,13.680000000000003,22.778017301097613,21.277623348232165,70.20930972479053,63.36562101318602,932.8927146104544,932.4511424854926,19.18,3.05,3.06,518.54,17986.0,5878386.0,6523222.0
2014,5,4693,DF,6.6,20.98232526881721,19.366599462365585,70.91532258064512,63.5268817204301,894.6897849462365,894.273857526882,493.49,3.15,3.11,1071.45,1673.0,2754765.0,2852372.0
2014,6,327,RO,16.049999999999997,25.756100198412703,24.53789682539684,79.50471230158723,73.98387896825393,980.8035396825398,980.1363184523811,7.35,3.11,3.28,206.93,6719.0,1253146.0,1748531.0
